name,date,fight_id,win/loss,method,body,body_attempts,clinch,clinch_attempts,distance,distance_attempts,ground,ground_attempts,head,head_attempts,knockdowns,leg,leg_attempts,location,pass,referee,reversals,round,sig_attempts,sig_strikes,strike_attempts,strikes,sub_attempts,takedowns,td_attempts,title
Clay Guida,"June 20, 2009",3174,L,Decision,3,4,2,3,17,64,10,29,20,85,0,6,7,"Las Vegas, Nevada, USA",0,Josh Rosenthal,0,3,96,29,130,57,0,2,7,The Ultimate Fighter: Team US vs Team UK Finale
James Wilks,"June 20, 2009",3175,W,Submission,2,3,9,14,6,12,2,3,11,22,0,4,4,"Las Vegas, Nevada, USA",1,Steve Mazzagatti,0,1,29,17,47,33,8,2,2,The Ultimate Fighter: Team US vs Team UK Finale
DaMarques Johnson,"June 20, 2009",3175,L,Submission,1,2,4,5,3,9,6,7,11,18,0,1,1,"Las Vegas, Nevada, USA",0,Steve Mazzagatti,0,1,21,13,35,26,0,0,0,The Ultimate Fighter: Team US vs Team UK Finale
Chris Lytle,"June 20, 2009",3176,W,Decision,36,48,8,12,93,235,0,0,65,199,0,0,0,"Las Vegas, Nevada, USA",0,Herb Dean,0,3,247,101,254,108,0,0,3,The Ultimate Fighter: Team US vs Team UK Finale
Kevin Burns,"June 20, 2009",3176,L,Decision,18,22,9,15,59,177,1,3,36,155,1,15,18,"Las Vegas, Nevada, USA",1,Herb Dean,0,3,195,69,202,75,0,1,1,The Ultimate Fighter: Team US vs Team UK Finale
Ross Pearson,"June 20, 2009",3177,W,Decision,27,35,51,72,23,57,0,0,37,84,0,10,10,"Las Vegas, Nevada, USA",0,Herb Dean,0,3,129,74,164,108,0,0,7,The Ultimate Fighter: Team US vs Team UK Finale
Andre Winner,"June 20, 2009",3177,L,Decision,15,21,40,47,6,39,0,0,21,54,0,10,11,"Las Vegas, Nevada, USA",0,Herb Dean,0,3,86,46,136,95,0,0,2,The Ultimate Fighter: Team US vs Team UK Finale
Joe Stevenson,"June 20, 2009",3178,W,Decision,4,4,5,10,2,7,20,30,5,25,0,18,18,"Las Vegas, Nevada, USA",3,Steve Mazzagatti,1,3,47,27,71,49,1,8,14,The Ultimate Fighter: Team US vs Team UK Finale
Nate Diaz,"June 20, 2009",3178,L,Decision,0,1,1,5,4,21,1,3,4,26,0,2,2,"Las Vegas, Nevada, USA",1,Steve Mazzagatti,2,3,29,6,86,58,4,1,2,The Ultimate Fighter: Team US vs Team UK Finale
Melvin Guillard,"June 20, 2009",3179,W,Decision,4,6,4,5,9,45,0,0,4,39,0,5,5,"Las Vegas, Nevada, USA",0,Josh Rosenthal,0,3,50,13,56,19,0,1,4,The Ultimate Fighter: Team US vs Team UK Finale
Gleison Tibau,"June 20, 2009",3179,L,Decision,3,6,5,8,5,31,4,11,8,41,0,3,3,"Las Vegas, Nevada, USA",6,Josh Rosenthal,0,3,50,14,115,72,0,6,14,The Ultimate Fighter: Team US vs Team UK Finale
Brad Blackburn,"June 20, 2009",3180,W,Decision,11,19,3,7,63,155,0,0,36,116,0,19,27,"Las Vegas, Nevada, USA",0,Kim Winslow,0,3,162,66,162,66,1,0,1,The Ultimate Fighter: Team US vs Team UK Finale
Edgar Garcia,"June 20, 2009",3180,L,Decision,7,9,3,4,36,181,0,0,29,173,0,3,3,"Las Vegas, Nevada, USA",0,Kim Winslow,0,3,185,39,185,39,0,1,3,The Ultimate Fighter: Team US vs Team UK Finale
Tomasz Drwal,"June 20, 2009",3181,W,KO/TKO,0,0,9,20,6,22,12,19,26,60,1,1,1,"Las Vegas, Nevada, USA",4,Herb Dean,0,1,61,27,72,37,0,4,5,The Ultimate Fighter: Team US vs Team UK Finale
Mike Ciesnolevicz,"June 20, 2009",3181,L,KO/TKO,0,0,0,0,3,6,0,0,3,6,0,0,0,"Las Vegas, Nevada, USA",0,Herb Dean,0,1,6,3,6,3,0,0,1,The Ultimate Fighter: Team US vs Team UK Finale
Nick Osipczak,"June 20, 2009",3182,W,Submission,3,7,13,20,1,9,0,1,3,13,0,8,10,"Las Vegas, Nevada, USA",1,Kim Winslow,0,1,30,14,33,17,1,1,1,The Ultimate Fighter: Team US vs Team UK Finale
Frank Lester,"June 20, 2009",3182,L,Submission,3,6,6,12,2,10,0,0,1,9,0,4,7,"Las Vegas, Nevada, USA",0,Kim Winslow,0,1,22,8,24,10,0,0,2,The Ultimate Fighter: Team US vs Team UK Finale
Jason Dent,"June 20, 2009",3183,W,Submission,3,3,1,3,13,33,0,0,4,25,0,7,8,"Las Vegas, Nevada, USA",0,Josh Rosenthal,0,1,36,14,36,14,1,0,0,The Ultimate Fighter: Team US vs Team UK Finale
Cameron Dollar,"June 20, 2009",3183,L,Submission,6,7,0,2,24,61,0,0,18,56,0,0,0,"Las Vegas, Nevada, USA",0,Josh Rosenthal,0,1,63,24,63,24,0,0,1,The Ultimate Fighter: Team US vs Team UK Finale
Rich Franklin,"June 13, 2009",3184,W,Decision,13,17,4,7,45,136,3,7,32,125,0,7,8,"Cologne, North Rhine-Westphalia, Germany",2,Mario Yamasaki,0,3,150,52,167,67,0,1,2,UFC 99: The Comeback
Wanderlei Silva,"June 13, 2009",3184,L,Decision,4,6,8,13,28,119,2,5,26,118,0,8,13,"Cologne, North Rhine-Westphalia, Germany",0,Mario Yamasaki,0,3,137,38,157,55,0,1,1,UFC 99: The Comeback
Cain Velasquez,"June 13, 2009",3185,W,Decision,6,7,1,2,2,12,26,39,23,46,0,0,0,"Cologne, North Rhine-Westphalia, Germany",11,Dan Miragliotta,0,3,53,29,320,261,2,7,10,UFC 99: The Comeback
Cheick Kongo,"June 13, 2009",3185,L,Decision,8,8,9,11,8,17,4,6,11,24,0,2,2,"Cologne, North Rhine-Westphalia, Germany",0,Dan Miragliotta,0,3,34,21,56,42,0,1,3,UFC 99: The Comeback
Mirko Cro Cop,"June 13, 2009",3186,W,KO/TKO,1,1,3,6,11,23,2,6,15,34,1,0,0,"Cologne, North Rhine-Westphalia, Germany",0,Dan Miragliotta,0,1,35,16,37,18,0,1,1,UFC 99: The Comeback
Mostapha Al-Turk,"June 13, 2009",3186,L,KO/TKO,0,0,0,0,7,25,0,0,2,19,0,5,6,"Cologne, North Rhine-Westphalia, Germany",0,Dan Miragliotta,0,1,25,7,25,7,0,0,2,UFC 99: The Comeback
Mike Swick,"June 13, 2009",3187,W,KO/TKO,2,3,4,11,4,18,2,6,8,32,1,0,0,"Cologne, North Rhine-Westphalia, Germany",1,Leon Roberts,0,2,35,10,108,75,1,1,1,UFC 99: The Comeback
Ben Saunders,"June 13, 2009",3187,L,KO/TKO,11,15,12,17,5,14,0,0,1,10,0,5,6,"Cologne, North Rhine-Westphalia, Germany",0,Leon Roberts,0,2,31,17,43,29,0,0,1,UFC 99: The Comeback
Spencer Fisher,"June 13, 2009",3188,W,Decision,41,43,40,51,10,22,12,12,12,31,0,9,11,"Cologne, North Rhine-Westphalia, Germany",1,Mario Yamasaki,0,3,85,62,100,77,0,1,2,UFC 99: The Comeback
Caol Uno,"June 13, 2009",3188,L,Decision,3,4,9,12,7,22,8,13,12,33,0,9,10,"Cologne, North Rhine-Westphalia, Germany",3,Mario Yamasaki,1,3,47,24,77,51,0,3,15,UFC 99: The Comeback
Dan Hardy,"June 13, 2009",3189,W,Decision,7,10,10,15,12,33,6,13,14,43,1,7,8,"Cologne, North Rhine-Westphalia, Germany",0,Marc Goddard,0,3,61,28,109,73,0,1,1,UFC 99: The Comeback
Marcus Davis,"June 13, 2009",3189,L,Decision,4,8,3,5,12,30,4,6,11,29,0,4,4,"Cologne, North Rhine-Westphalia, Germany",2,Marc Goddard,0,3,41,19,133,104,3,2,6,UFC 99: The Comeback
Terry Etim,"June 13, 2009",3190,W,Submission,4,7,11,15,16,34,0,1,13,33,0,10,10,"Cologne, North Rhine-Westphalia, Germany",1,Leon Roberts,1,2,50,27,54,31,3,0,0,UFC 99: The Comeback
Justin Buchholz,"June 13, 2009",3190,L,Submission,3,3,7,8,9,38,7,20,18,56,1,2,7,"Cologne, North Rhine-Westphalia, Germany",0,Leon Roberts,0,2,66,23,86,43,0,0,1,UFC 99: The Comeback
Dennis Siver,"June 13, 2009",3191,W,Submission,0,0,0,0,6,20,2,3,4,18,0,4,5,"Cologne, North Rhine-Westphalia, Germany",2,Marc Goddard,0,1,23,8,31,16,2,0,0,UFC 99: The Comeback
Dale Hartt,"June 13, 2009",3191,L,Submission,0,0,0,0,5,16,0,0,1,12,0,4,4,"Cologne, North Rhine-Westphalia, Germany",1,Marc Goddard,0,1,16,5,16,5,0,1,1,UFC 99: The Comeback
Paul Taylor,"June 13, 2009",3192,W,Decision,1,8,1,2,42,92,3,8,16,55,0,29,39,"Cologne, North Rhine-Westphalia, Germany",3,Leon Roberts,0,3,102,46,136,80,0,0,0,UFC 99: The Comeback
Peter Sobotta,"June 13, 2009",3192,L,Decision,4,5,1,1,17,38,0,0,5,22,0,9,12,"Cologne, North Rhine-Westphalia, Germany",0,Leon Roberts,0,3,39,18,40,19,0,2,7,UFC 99: The Comeback
Paul Kelly,"June 13, 2009",3193,W,Decision,2,2,0,1,2,22,30,51,27,68,0,3,4,"Cologne, North Rhine-Westphalia, Germany",4,Mario Yamasaki,2,3,74,32,134,90,2,1,1,UFC 99: The Comeback
Rolando Delgado,"June 13, 2009",3193,L,Decision,6,9,2,2,10,24,2,2,6,16,0,2,3,"Cologne, North Rhine-Westphalia, Germany",3,Mario Yamasaki,1,3,28,14,59,42,3,1,5,UFC 99: The Comeback
Stefan Struve,"June 13, 2009",3194,W,Submission,3,4,1,1,3,5,0,0,1,2,0,0,0,"Cologne, North Rhine-Westphalia, Germany",1,Dan Miragliotta,1,2,6,4,43,37,7,0,1,UFC 99: The Comeback
Denis Stojnic,"June 13, 2009",3194,L,Submission,2,2,0,1,0,5,16,54,14,58,0,0,0,"Cologne, North Rhine-Westphalia, Germany",0,Dan Miragliotta,0,2,60,16,85,36,0,0,0,UFC 99: The Comeback
John Hathaway,"June 13, 2009",3195,W,Decision,12,20,14,23,14,56,3,6,9,53,0,10,12,"Cologne, North Rhine-Westphalia, Germany",3,Marc Goddard,1,3,85,31,159,102,3,4,10,UFC 99: The Comeback
Rick Story,"June 13, 2009",3195,L,Decision,11,16,5,9,11,45,5,13,9,50,0,1,1,"Cologne, North Rhine-Westphalia, Germany",1,Marc Goddard,3,3,67,21,94,47,5,4,4,UFC 99: The Comeback
Lyoto Machida,"May 23, 2009",3196,W,KO/TKO,5,7,2,4,24,37,2,5,17,33,3,6,6,"Las Vegas, Nevada, USA",0,Mario Yamasaki,0,2,46,28,58,37,0,0,2,UFC 98: Evans vs Machida
Rashad Evans,"May 23, 2009",3196,L,KO/TKO,1,1,0,1,4,23,0,0,2,20,0,1,3,"Las Vegas, Nevada, USA",0,Mario Yamasaki,0,2,24,4,26,5,0,0,0,UFC 98: Evans vs Machida
Matt Hughes,"May 23, 2009",3197,W,Decision,18,18,5,6,11,28,18,24,14,37,0,2,3,"Las Vegas, Nevada, USA",4,Steve Mazzagatti,0,3,58,34,106,79,0,3,5,UFC 98: Evans vs Machida
Matt Serra,"May 23, 2009",3197,L,Decision,3,11,1,1,10,34,3,6,9,28,1,2,2,"Las Vegas, Nevada, USA",1,Steve Mazzagatti,0,3,41,14,63,36,0,1,1,UFC 98: Evans vs Machida
Drew McFedries,"May 23, 2009",3198,W,KO/TKO,0,0,3,3,2,3,3,6,8,12,2,0,0,"Las Vegas, Nevada, USA",0,Yves Lavigne,0,1,12,8,12,8,0,0,0,UFC 98: Evans vs Machida
Xavier Foupa-Pokam,"May 23, 2009",3198,L,KO/TKO,0,0,0,0,0,0,0,0,0,0,0,0,0,"Las Vegas, Nevada, USA",0,Yves Lavigne,0,1,0,0,0,0,0,0,0,UFC 98: Evans vs Machida
Chael Sonnen,"May 23, 2009",3199,W,Decision,2,2,0,0,8,12,28,49,26,51,0,8,8,"Las Vegas, Nevada, USA",2,Yves Lavigne,0,3,61,36,166,133,0,3,5,UFC 98: Evans vs Machida
Dan Miller,"May 23, 2009",3199,L,Decision,2,3,3,5,6,16,0,0,6,16,0,1,2,"Las Vegas, Nevada, USA",0,Yves Lavigne,0,3,21,9,46,32,2,0,0,UFC 98: Evans vs Machida
Frankie Edgar,"May 23, 2009",3200,W,Decision,22,25,6,7,68,184,0,0,44,152,0,8,14,"Las Vegas, Nevada, USA",0,Herb Dean,0,3,191,74,193,76,1,1,7,UFC 98: Evans vs Machida
Sean Sherk,"May 23, 2009",3200,L,Decision,3,5,2,6,25,198,0,0,22,197,0,2,2,"Las Vegas, Nevada, USA",0,Herb Dean,0,3,204,27,207,30,0,1,3,UFC 98: Evans vs Machida
Brock Larson,"May 23, 2009",3201,W,Submission,2,2,0,0,0,3,4,7,2,8,0,0,0,"Las Vegas, Nevada, USA",2,Mario Yamasaki,0,1,10,4,19,13,1,1,1,UFC 98: Evans vs Machida
Mike Pyle,"May 23, 2009",3201,L,Submission,0,0,1,1,0,3,0,0,1,1,0,0,3,"Las Vegas, Nevada, USA",0,Mario Yamasaki,0,1,4,1,6,3,0,0,0,UFC 98: Evans vs Machida
Tim Hague,"May 23, 2009",3202,W,Submission,0,0,0,0,0,5,0,0,0,5,0,0,0,"Las Vegas, Nevada, USA",1,Steve Mazzagatti,0,1,5,0,8,2,1,1,1,UFC 98: Evans vs Machida
Pat Barry,"May 23, 2009",3202,L,Submission,0,0,0,0,3,11,0,0,3,11,0,0,0,"Las Vegas, Nevada, USA",0,Steve Mazzagatti,0,1,11,3,11,3,0,0,0,UFC 98: Evans vs Machida
Kyle Bradley,"May 23, 2009",3203,W,KO/TKO,3,4,1,1,3,6,3,4,4,7,0,0,0,"Las Vegas, Nevada, USA",0,Yves Lavigne,0,1,11,7,11,7,0,1,1,UFC 98: Evans vs Machida
Phillipe Nover,"May 23, 2009",3203,L,KO/TKO,1,1,1,1,2,10,0,0,1,7,0,1,3,"Las Vegas, Nevada, USA",0,Yves Lavigne,0,1,11,3,11,3,0,0,0,UFC 98: Evans vs Machida
Krzysztof Soszynski,"May 23, 2009",3204,W,KO/TKO,0,1,2,2,14,46,2,2,15,46,1,3,3,"Las Vegas, Nevada, USA",0,Herb Dean,0,1,50,18,50,18,0,0,0,UFC 98: Evans vs Machida
Andre Gusmao,"May 23, 2009",3204,L,KO/TKO,8,14,4,5,13,28,0,0,3,13,0,6,6,"Las Vegas, Nevada, USA",0,Herb Dean,0,1,33,17,34,18,0,0,0,UFC 98: Evans vs Machida
Yoshiyuki Yoshida,"May 23, 2009",3205,W,Submission,4,4,4,4,0,2,0,0,0,1,0,0,1,"Las Vegas, Nevada, USA",1,Steve Mazzagatti,1,1,6,4,6,4,1,0,0,UFC 98: Evans vs Machida
Brandon Wolff,"May 23, 2009",3205,L,Submission,2,2,1,1,1,4,0,0,0,3,0,0,0,"Las Vegas, Nevada, USA",0,Steve Mazzagatti,0,1,5,2,7,4,0,0,1,UFC 98: Evans vs Machida
George Roop,"May 23, 2009",3206,W,Decision,7,16,3,6,57,218,2,2,47,201,0,8,9,"Las Vegas, Nevada, USA",0,Herb Dean,0,3,226,62,302,133,0,0,0,UFC 98: Evans vs Machida
David Kaplan,"May 23, 2009",3206,L,Decision,5,8,1,3,48,101,1,1,10,55,0,35,42,"Las Vegas, Nevada, USA",2,Herb Dean,0,3,105,50,158,98,0,5,14,UFC 98: Evans vs Machida
Anderson Silva,"April 18, 2009",3207,W,Decision,8,11,4,4,66,106,24,29,35,71,0,51,57,"Montreal, Quebec, Canada",0,Yves Lavigne,0,5,139,94,155,106,0,0,0,UFC 97: Redemption
Thales Leites,"April 18, 2009",3207,L,Decision,1,5,0,1,10,51,0,2,3,42,0,6,7,"Montreal, Quebec, Canada",1,Yves Lavigne,0,5,54,10,64,18,0,1,14,UFC 97: Redemption
Sam Stout,"April 18, 2009",3208,W,Decision,22,24,6,9,52,165,4,12,31,149,1,9,13,"Montreal, Quebec, Canada",1,Dan Miragliotta,1,3,186,62,219,87,0,0,0,UFC 97: Redemption
Matt Wiman,"April 18, 2009",3208,L,Decision,6,10,2,3,41,96,3,5,30,82,0,10,12,"Montreal, Quebec, Canada",1,Dan Miragliotta,0,3,104,46,119,61,2,4,11,UFC 97: Redemption
Mauricio Rua,"April 18, 2009",3209,W,KO/TKO,2,2,4,4,13,21,7,7,14,22,1,8,8,"Montreal, Quebec, Canada",0,Mario Yamasaki,0,1,32,24,34,25,0,0,1,UFC 97: Redemption
Chuck Liddell,"April 18, 2009",3209,L,KO/TKO,0,0,1,1,7,36,0,0,8,35,0,0,2,"Montreal, Quebec, Canada",0,Mario Yamasaki,0,1,37,8,37,8,0,1,1,UFC 97: Redemption
Krzysztof Soszynski,"April 18, 2009",3210,W,Submission,2,4,0,2,3,9,0,0,0,5,0,1,2,"Montreal, Quebec, Canada",4,Dan Miragliotta,0,1,11,3,18,10,2,2,2,UFC 97: Redemption
Brian Stann,"April 18, 2009",3210,L,Submission,1,1,4,5,4,13,0,0,4,13,0,3,4,"Montreal, Quebec, Canada",0,Dan Miragliotta,0,1,18,8,24,14,0,0,0,UFC 97: Redemption
Cheick Kongo,"April 18, 2009",3211,W,KO/TKO,9,9,13,13,16,33,24,38,24,51,0,20,24,"Montreal, Quebec, Canada",0,Yves Lavigne,0,2,84,53,117,80,0,2,3,UFC 97: Redemption
Antoni Hardonk,"April 18, 2009",3211,L,KO/TKO,2,3,0,0,9,20,0,0,1,11,0,6,6,"Montreal, Quebec, Canada",0,Yves Lavigne,0,2,20,9,20,9,0,0,0,UFC 97: Redemption
Luiz Cane,"April 18, 2009",3212,W,Decision,19,23,5,7,82,216,0,0,66,198,0,2,2,"Montreal, Quebec, Canada",0,Mario Yamasaki,0,3,223,87,223,87,0,0,1,UFC 97: Redemption
Steve Cantwell,"April 18, 2009",3212,L,Decision,16,18,1,1,68,188,0,0,37,151,0,16,20,"Montreal, Quebec, Canada",0,Mario Yamasaki,0,3,189,69,189,69,0,0,0,UFC 97: Redemption
Denis Kang,"April 18, 2009",3213,W,Decision,6,10,3,7,9,34,19,24,25,55,0,0,0,"Montreal, Quebec, Canada",7,Philippe Chartier,0,3,65,31,141,103,1,5,6,UFC 97: Redemption
Xavier Foupa-Pokam,"April 18, 2009",3213,L,Decision,12,15,4,6,18,45,1,2,8,34,0,3,4,"Montreal, Quebec, Canada",0,Philippe Chartier,1,3,53,23,62,32,0,0,0,UFC 97: Redemption
Nate Quarry,"April 18, 2009",3214,W,KO/TKO,1,1,1,1,0,1,15,32,15,33,0,0,0,"Montreal, Quebec, Canada",1,Mario Yamasaki,0,1,34,16,47,29,0,1,1,UFC 97: Redemption
Jason MacDonald,"April 18, 2009",3214,L,KO/TKO,0,0,1,1,0,0,0,0,0,0,0,1,1,"Montreal, Quebec, Canada",0,Mario Yamasaki,0,1,1,1,5,3,0,0,1,UFC 97: Redemption
Ed Herman,"April 18, 2009",3215,W,Decision,46,48,18,18,0,2,53,64,25,36,0,0,0,"Montreal, Quebec, Canada",9,Philippe Chartier,0,3,84,71,210,189,0,5,9,UFC 97: Redemption
David Loiseau,"April 18, 2009",3215,L,Decision,2,2,1,3,5,12,0,1,4,14,0,0,0,"Montreal, Quebec, Canada",0,Philippe Chartier,0,3,16,6,18,8,0,0,0,UFC 97: Redemption
Mark Bocek,"April 18, 2009",3216,W,Submission,2,2,4,4,0,1,16,38,17,40,0,1,1,"Montreal, Quebec, Canada",6,Dan Miragliotta,0,1,43,20,68,45,1,1,2,UFC 97: Redemption
David Bielkheden,"April 18, 2009",3216,L,Submission,1,1,3,3,1,2,0,0,0,1,0,3,3,"Montreal, Quebec, Canada",0,Dan Miragliotta,0,1,5,4,6,5,0,0,0,UFC 97: Redemption
TJ Grant,"April 18, 2009",3217,W,Decision,5,7,13,17,15,49,6,10,24,63,0,5,6,"Montreal, Quebec, Canada",7,Philippe Chartier,1,3,76,34,149,98,0,3,4,UFC 97: Redemption
Ryo Chonan,"April 18, 2009",3217,L,Decision,1,1,1,3,13,32,17,40,27,71,0,3,3,"Montreal, Quebec, Canada",0,Philippe Chartier,3,3,75,31,101,53,0,2,2,UFC 97: Redemption
Eliot Marshall,"April 18, 2009",3218,W,Decision,6,13,0,0,44,164,0,0,23,136,0,15,15,"Montreal, Quebec, Canada",0,Yves Lavigne,0,3,164,44,165,45,0,0,0,UFC 97: Redemption
Vinny Magalhaes,"April 18, 2009",3218,L,Decision,10,15,0,3,25,125,9,20,21,126,0,3,7,"Montreal, Quebec, Canada",3,Yves Lavigne,0,3,148,34,150,36,0,2,3,UFC 97: Redemption
Martin Kampmann,"April 01, 2009",3219,W,Decision,6,8,7,9,8,31,11,21,20,53,0,0,0,"Nashville, Tennessee, USA",3,Herb Dean,2,3,61,26,91,52,6,5,5,UFC Fight Night: Condit vs Kampmann
Carlos Condit,"April 01, 2009",3219,L,Decision,13,14,6,22,21,55,8,9,20,70,0,2,2,"Nashville, Tennessee, USA",4,Herb Dean,0,3,86,35,124,71,3,3,4,UFC Fight Night: Condit vs Kampmann
Ryan Bader,"April 01, 2009",3220,W,Decision,1,4,1,3,9,30,14,23,17,46,0,6,6,"Nashville, Tennessee, USA",10,Dan Miragliotta,0,3,56,24,122,87,2,5,7,UFC Fight Night: Condit vs Kampmann
Carmelo Marrero,"April 01, 2009",3220,L,Decision,0,3,0,4,8,37,1,2,6,37,0,3,3,"Nashville, Tennessee, USA",0,Dan Miragliotta,0,3,43,9,55,20,0,0,0,UFC Fight Night: Condit vs Kampmann
Tyson Griffin,"April 01, 2009",3221,W,Decision,14,22,4,8,56,190,9,15,40,174,0,15,17,"Nashville, Tennessee, USA",0,Mario Yamasaki,0,3,213,69,245,101,0,1,4,UFC Fight Night: Condit vs Kampmann
Rafael Dos Anjos,"April 01, 2009",3221,L,Decision,4,8,3,8,23,126,0,0,18,120,0,4,6,"Nashville, Tennessee, USA",0,Mario Yamasaki,1,3,134,26,137,29,3,0,1,UFC Fight Night: Condit vs Kampmann
Cole Miller,"April 01, 2009",3222,W,Submission,2,3,1,2,2,14,0,0,1,13,0,0,0,"Nashville, Tennessee, USA",0,Herb Dean,0,1,16,3,18,5,1,0,0,UFC Fight Night: Condit vs Kampmann
Junie Browning,"April 01, 2009",3222,L,Submission,1,1,0,0,1,3,0,0,0,2,0,0,0,"Nashville, Tennessee, USA",1,Herb Dean,0,1,3,1,3,1,0,0,1,UFC Fight Night: Condit vs Kampmann
Gleison Tibau,"April 01, 2009",3223,W,Decision,1,1,2,2,3,12,2,6,5,18,0,1,1,"Nashville, Tennessee, USA",9,Mario Yamasaki,0,3,20,7,65,46,3,5,13,UFC Fight Night: Condit vs Kampmann
Jeremy Stephens,"April 01, 2009",3223,L,Decision,9,9,14,17,5,17,4,6,8,23,0,6,8,"Nashville, Tennessee, USA",0,Mario Yamasaki,0,3,40,23,57,40,0,0,0,UFC Fight Night: Condit vs Kampmann
Ricardo Almeida,"April 01, 2009",3224,W,Decision,9,10,5,8,25,43,11,16,32,56,0,0,1,"Nashville, Tennessee, USA",3,Dan Miragliotta,0,3,67,41,107,79,1,9,15,UFC Fight Night: Condit vs Kampmann
Matt Horwich,"April 01, 2009",3224,L,Decision,13,14,14,20,11,19,0,0,3,14,0,9,11,"Nashville, Tennessee, USA",0,Dan Miragliotta,0,3,39,25,66,52,3,0,2,UFC Fight Night: Condit vs Kampmann
Brock Larson,"April 01, 2009",3225,W,Submission,0,0,0,0,0,2,13,18,13,20,0,0,0,"Nashville, Tennessee, USA",2,Herb Dean,0,1,20,13,40,30,1,1,2,UFC Fight Night: Condit vs Kampmann
Jesse Sanders,"April 01, 2009",3225,L,Submission,0,0,0,0,0,3,0,0,0,2,0,0,1,"Nashville, Tennessee, USA",0,Herb Dean,0,1,3,0,3,0,0,0,0,UFC Fight Night: Condit vs Kampmann
Tim Credeur,"April 01, 2009",3226,W,Submission,2,4,2,3,7,36,0,0,6,34,0,1,1,"Nashville, Tennessee, USA",0,Mario Yamasaki,0,2,39,9,40,10,7,0,0,UFC Fight Night: Condit vs Kampmann
Nick Catone,"April 01, 2009",3226,L,Submission,4,7,0,0,8,22,11,15,14,29,0,1,1,"Nashville, Tennessee, USA",3,Mario Yamasaki,0,2,37,19,56,37,0,3,3,UFC Fight Night: Condit vs Kampmann
Jorge Rivera,"April 01, 2009",3227,W,Decision,10,12,17,21,7,18,5,9,13,29,1,6,7,"Nashville, Tennessee, USA",1,Dan Miragliotta,1,3,48,29,85,61,0,4,8,UFC Fight Night: Condit vs Kampmann
Nissen Osterneck,"April 01, 2009",3227,L,Decision,14,16,19,28,10,28,6,14,11,43,0,10,11,"Nashville, Tennessee, USA",2,Dan Miragliotta,1,3,70,35,110,74,1,1,8,UFC Fight Night: Condit vs Kampmann
Rob Kimmons,"April 01, 2009",3228,W,Submission,1,2,3,6,4,9,0,0,5,12,0,1,1,"Nashville, Tennessee, USA",0,Herb Dean,0,1,15,7,21,13,2,0,0,UFC Fight Night: Condit vs Kampmann
Joe Vedepo,"April 01, 2009",3228,L,Submission,0,1,1,3,3,9,0,0,4,11,0,0,0,"Nashville, Tennessee, USA",0,Herb Dean,0,1,12,4,20,12,0,1,1,UFC Fight Night: Condit vs Kampmann
Aaron Simpson,"April 01, 2009",3229,W,KO/TKO,3,3,2,2,3,5,11,20,11,22,1,2,2,"Nashville, Tennessee, USA",0,Mario Yamasaki,0,1,27,16,40,27,0,1,1,UFC Fight Night: Condit vs Kampmann
Tim McKenzie,"April 01, 2009",3229,L,KO/TKO,0,0,0,0,1,4,0,0,1,4,0,0,0,"Nashville, Tennessee, USA",0,Mario Yamasaki,0,1,4,1,5,2,0,0,0,UFC Fight Night: Condit vs Kampmann
Rampage Jackson,"March 07, 2009",3230,W,Decision,4,5,9,15,43,127,4,9,44,138,2,8,8,"Columbus, Ohio, USA",1,Yves Lavigne,0,3,151,56,176,80,0,2,3,UFC 96: Jackson vs Jardine
Keith Jardine,"March 07, 2009",3230,L,Decision,12,15,11,19,53,165,0,0,32,145,0,20,24,"Columbus, Ohio, USA",0,Yves Lavigne,0,3,184,64,185,65,0,0,3,UFC 96: Jackson vs Jardine
Shane Carwin,"March 07, 2009",3231,W,KO/TKO,0,0,0,0,2,8,2,2,4,10,1,0,0,"Columbus, Ohio, USA",0,Dan Miragliotta,0,1,10,4,10,4,0,0,0,UFC 96: Jackson vs Jardine
Gabriel Gonzaga,"March 07, 2009",3231,L,KO/TKO,0,0,1,1,3,5,1,2,5,8,0,0,0,"Columbus, Ohio, USA",1,Dan Miragliotta,0,1,8,5,10,7,0,1,1,UFC 96: Jackson vs Jardine
Matt Brown,"March 07, 2009",3232,W,KO/TKO,4,4,7,8,8,12,9,11,20,26,2,0,1,"Columbus, Ohio, USA",0,Yves Lavigne,0,1,31,24,51,44,0,0,0,UFC 96: Jackson vs Jardine
Pete Sell,"March 07, 2009",3232,L,KO/TKO,0,0,0,0,0,1,0,0,0,1,0,0,0,"Columbus, Ohio, USA",0,Yves Lavigne,0,1,1,0,1,0,0,0,1,UFC 96: Jackson vs Jardine
Matt Hamill,"March 07, 2009",3233,W,KO/TKO,0,0,2,4,20,42,1,1,18,42,1,5,5,"Columbus, Ohio, USA",0,Dan Miragliotta,0,1,47,23,64,40,0,0,0,UFC 96: Jackson vs Jardine
Mark Munoz,"March 07, 2009",3233,L,KO/TKO,3,5,4,6,10,31,0,0,11,32,0,0,0,"Columbus, Ohio, USA",0,Dan Miragliotta,0,1,37,14,37,14,0,0,4,UFC 96: Jackson vs Jardine
Gray Maynard,"March 07, 2009",3234,W,Decision,11,14,5,5,28,80,4,8,25,78,0,1,1,"Columbus, Ohio, USA",0,Dan Miragliotta,0,3,93,37,115,59,0,1,1,UFC 96: Jackson vs Jardine
